ENTIDAD,MUN,LOC,AGEB,MZA,NOM_LOC,GRAPROES,PEA,POCUPADA,P15YM_SE,VPH_C_SERV,VPH_SNBIEN,P_18A24,P_60YMAS,REL_H_M,POBTOT,TOTHOG,POBHOG,VIVPAR_HAB,VPH_NDACMM,VPH_AUTOM,VPH_MOTO,VPH_BICI
14,039,0001,0026,001,Guadalajara,15.28,54.0,52.0,0.0,26.0,0.0,13.0,23.0,91.84,94.0,26.0,94.0,25.0,0.0,26.0,,9.0
14,039,0001,0026,002,Guadalajara,14.88,421.0,415.0,,252.0,0.0,111.0,162.0,75.44,700.0,252.0,643.0,213.0,12.0,240.0,24.0,54.0
14,039,0001,0026,003,Guadalajara,14.77,63.0,62.0,,41.0,0.0,24.0,23.0,79.37,113.0,42.0,113.0,41.0,,38.0,,11.0
14,039,0001,0026,004,Guadalajara,15.55,71.0,70.0,0.0,44.0,0.0,9.0,31.0,89.66,110.0,44.0,110.0,37.0,,43.0,4.0,9.0
14,039,0001,0026,005,Guadalajara,14.53,22.0,22.0,0.0,10.0,0.0,5.0,8.0,112.5,34.0,11.0,34.0,11.0,0.0,10.0,4.0,
14,039,0001,0026,006,Guadalajara,14.36,65.0,64.0,,34.0,0.0,14.0,49.0,80.65,112.0,34.0,112.0,34.0,0.0,34.0,,9.0
14,039,0001,0026,007,Guadalajara,13.87,59.0,58.0,0.0,35.0,0.0,7.0,21.0,87.72,107.0,35.0,107.0,35.0,,33.0,3.0,5.0
14,039,0001,0026,010,Guadalajara,14.69,71.0,71.0,0.0,39.0,0.0,17.0,6.0,63.89,118.0,39.0,118.0,36.0,3.0,36.0,3.0,9.0
14,039,0001,0026,011,Guadalajara,12.9,6.0,6.0,0.0,3.0,0.0,,0.0,100.0,12.0,3.0,12.0,3.0,0.0,3.0,0.0,
14,039,0001,0026,012,Guadalajara,15.52,13.0,13.0,0.0,7.0,0.0,,6.0,83.33,22.0,7.0,22.0,7.0,0.0,7.0,,4.0
14,039,0001,0026,013,Guadalajara,12.82,8.0,8.0,0.0,3.0,0.0,3.0,,120.0,11.0,3.0,11.0,3.0,,,0.0,
14,039,0001,0030,001,Guadalajara,14.53,39.0,39.0,0.0,28.0,0.0,10.0,25.0,100.0,84.0,28.0,84.0,19.0,0.0,28.0,0.0,5.0
14,039,0001,0030,002,Guadalajara,15.56,134.0,134.0,0.0,92.0,0.0,20.0,51.0,101.71,236.0,92.0,236.0,89.0,4.0,88.0,19.0,27.0
14,039,0001,0030,003,Guadalajara,14.1,42.0,42.0,,24.0,0.0,7.0,7.0,73.33,78.0,24.0,78.0,20.0,,23.0,4.0,6.0
14,039,0001,0030,004,Guadalajara,14.62,254.0,254.0,0.0,178.0,0.0,37.0,134.0,88.89,459.0,178.0,442.0,160.0,20.0,157.0,17.0,26.0
14,039,0001,0030,005,Guadalajara,15.52,284.0,283.0,,203.0,0.0,37.0,98.0,95.55,483.0,204.0,483.0,156.0,15.0,188.0,29.0,42.0
14,039,0001,0030,006,Guadalajara,15.83,46.0,43.0,0.0,25.0,0.0,5.0,11.0,103.03,67.0,25.0,67.0,22.0,,24.0,,5.0
14,039,0001,0030,007,Guadalajara,15.14,3.0,3.0,0.0,3.0,0.0,0.0,,100.0,8.0,3.0,8.0,,0.0,3.0,,0.0
14,039,0001,0030,008,Guadalajara,12.82,20.0,20.0,0.0,11.0,0.0,4.0,10.0,93.75,31.0,11.0,31.0,11.0,,10.0,0.0,
14,039,0001,0030,009,Guadalajara,14.43,82.0,82.0,0.0,62.0,0.0,15.0,30.0,103.13,130.0,62.0,130.0,59.0,9.0,52.0,4.0,7.0
14,039,0001,0030,010,Guadalajara,15.42,116.0,116.0,0.0,77.0,0.0,23.0,46.0,86.11,201.0,77.0,201.0,66.0,3.0,74.0,20.0,10.0
14,039,0001,0030,011,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,012,Guadalajara,16.1,45.0,45.0,0.0,31.0,0.0,6.0,12.0,79.49,70.0,31.0,70.0,29.0,0.0,30.0,9.0,5.0
14,039,0001,0030,013,Guadalajara,15.82,215.0,215.0,0.0,143.0,0.0,40.0,20.0,164.71,270.0,143.0,270.0,140.0,,142.0,53.0,12.0
14,039,0001,0030,014,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,015,Guadalajara,15.35,45.0,45.0,0.0,38.0,0.0,7.0,34.0,85.11,87.0,38.0,87.0,33.0,,37.0,3.0,4.0
14,039,0001,0030,016,Guadalajara,12.54,12.0,12.0,,9.0,0.0,,12.0,44.44,26.0,9.0,26.0,6.0,,8.0,0.0,0.0
14,039,0001,0030,018,Guadalajara,,,,,,,,,,6.0,,,,,,,
14,039,0001,0030,019,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,021,Guadalajara,14.67,82.0,82.0,0.0,57.0,0.0,16.0,35.0,93.94,128.0,57.0,128.0,54.0,8.0,49.0,4.0,7.0
14,039,0001,0030,022,Guadalajara,15.73,68.0,67.0,0.0,51.0,0.0,6.0,16.0,94.64,109.0,51.0,109.0,45.0,,50.0,,8.0
14,039,0001,0030,023,Guadalajara,14.26,79.0,79.0,,46.0,0.0,14.0,10.0,89.29,159.0,46.0,159.0,42.0,3.0,43.0,5.0,10.0
14,039,0001,0030,024,Guadalajara,15.3,58.0,57.0,0.0,38.0,0.0,7.0,19.0,120.45,97.0,38.0,97.0,35.0,5.0,32.0,4.0,8.0
14,039,0001,0030,025,Guadalajara,14.17,65.0,64.0,0.0,41.0,0.0,13.0,19.0,68.25,106.0,41.0,106.0,36.0,3.0,38.0,5.0,7.0
14,039,0001,0030,026,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,027,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,030,Guadalajara,15.5,0.0,0.0,0.0,3.0,0.0,0.0,4.0,33.33,4.0,3.0,4.0,3.0,0.0,3.0,,0.0
14,039,0001,0030,031,Guadalajara,15.4,27.0,27.0,0.0,16.0,0.0,8.0,9.0,62.96,44.0,16.0,44.0,0.0,3.0,13.0,0.0,
14,039,0001,0030,032,Guadalajara,14.33,11.0,11.0,0.0,12.0,0.0,5.0,8.0,107.14,29.0,12.0,29.0,0.0,,11.0,,
14,039,0001,0030,033,Guadalajara,14.69,25.0,25.0,0.0,19.0,0.0,3.0,10.0,91.3,44.0,19.0,44.0,19.0,0.0,19.0,,
14,039,0001,0030,034,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,035,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,036,Guadalajara,,,,,,,,,,9.0,,,,,,,
14,039,0001,0030,037,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,038,Guadalajara,15.0,17.0,17.0,0.0,10.0,0.0,4.0,6.0,72.22,31.0,10.0,31.0,,0.0,10.0,0.0,3.0
14,039,0001,0030,039,Guadalajara,14.83,13.0,13.0,0.0,10.0,0.0,3.0,4.0,77.78,32.0,10.0,32.0,,0.0,10.0,0.0,4.0
14,039,0001,0030,040,Guadalajara,14.88,10.0,9.0,0.0,10.0,0.0,3.0,4.0,70.0,17.0,10.0,17.0,5.0,0.0,10.0,0.0,
14,039,0001,0030,041,Guadalajara,15.12,19.0,19.0,0.0,10.0,0.0,,8.0,84.21,35.0,10.0,35.0,,0.0,10.0,,3.0
14,039,0001,0030,042,Guadalajara,14.32,33.0,33.0,0.0,24.0,0.0,11.0,15.0,82.35,62.0,24.0,62.0,0.0,0.0,24.0,,4.0
14,039,0001,0030,043,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
14,039,0001,0030,044,Guadalajara,,,,,,,,,,2.0,,,,,,,
14,039,0001,0030,045,Guadalajara,14.39,29.0,29.0,0.0,31.0,0.0,3.0,20.0,74.19,54.0,31.0,54.0,27.0,3.0,28.0,0.0,
14,039,0001,0030,046,Guadalajara,15.13,18.0,18.0,0.0,13.0,,,5.0,123.08,29.0,13.0,29.0,12.0,,12.0,,4.0
14,039,0001,0030,047,Guadalajara,16.26,17.0,17.0,0.0,11.0,0.0,0.0,3.0,81.82,20.0,11.0,20.0,11.0,0.0,11.0,5.0,5.0
14,039,0001,0030,048,Guadalajara,16.0,8.0,8.0,0.0,8.0,0.0,0.0,3.0,30.0,13.0,8.0,13.0,7.0,3.0,5.0,,
14,039,0001,0030,049,Guadalajara,16.0,5.0,5.0,0.0,6.0,0.0,,9.0,100.0,12.0,6.0,12.0,5.0,3.0,3.0,0.0,0.0
14,039,0001,0030,050,Guadalajara,14.71,18.0,18.0,0.0,10.0,0.0,4.0,4.0,153.85,33.0,10.0,33.0,0.0,0.0,10.0,,
14,039,0001,0030,051,Guadalajara,15.72,11.0,11.0,0.0,10.0,0.0,3.0,6.0,58.33,19.0,10.0,19.0,,,8.0,,0.0
14,039,0001,0030,052,Guadalajara,14.47,14.0,14.0,0.0,10.0,0.0,3.0,6.0,78.57,25.0,10.0,25.0,,,8.0,0.0,
14,039,0001,0030,053,Guadalajara,15.75,11.0,11.0,0.0,10.0,0.0,0.0,5.0,144.44,22.0,10.0,22.0,,0.0,10.0,0.0,0.0
14,039,0001,0030,054,Guadalajara,14.47,33.0,33.0,0.0,20.0,0.0,4.0,15.0,53.33,69.0,21.0,69.0,8.0,0.0,20.0,0.0,3.0
14,039,0001,0030,055,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,056,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
14,039,0001,0030,057,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0030,058,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,.,001,Guadalajara,12.96,37.0,36.0,0.0,30.0,0.0,11.0,26.0,82.22,82.0,30.0,82.0,25.0,7.0,23.0,0.0,4.0
14,039,0001,.,002,Guadalajara,14.17,69.0,69.0,0.0,39.0,0.0,10.0,38.0,90.63,122.0,39.0,122.0,39.0,4.0,35.0,,
14,039,0001,.,003,Guadalajara,14.14,60.0,58.0,,39.0,0.0,8.0,31.0,72.88,102.0,39.0,102.0,39.0,10.0,28.0,3.0,7.0
14,039,0001,.,004,Guadalajara,15.03,24.0,23.0,0.0,12.0,0.0,6.0,10.0,111.76,36.0,12.0,36.0,12.0,0.0,12.0,0.0,
14,039,0001,.,005,Guadalajara,14.58,35.0,35.0,0.0,24.0,0.0,4.0,21.0,68.42,64.0,24.0,64.0,24.0,,22.0,3.0,
14,039,0001,.,006,Guadalajara,13.43,45.0,45.0,,34.0,0.0,15.0,28.0,67.21,102.0,34.0,102.0,33.0,8.0,26.0,0.0,5.0
14,039,0001,.,007,Guadalajara,14.24,17.0,17.0,0.0,8.0,0.0,,7.0,125.0,27.0,8.0,24.0,7.0,,7.0,,
14,039,0001,.,008,Guadalajara,14.65,42.0,39.0,,27.0,0.0,14.0,19.0,84.44,83.0,27.0,83.0,27.0,4.0,23.0,,3.0
14,039,0001,.,009,Guadalajara,12.88,51.0,50.0,0.0,34.0,0.0,7.0,39.0,103.92,104.0,34.0,104.0,33.0,4.0,30.0,,
14,039,0001,.,010,Guadalajara,14.22,42.0,42.0,0.0,26.0,0.0,10.0,19.0,76.19,74.0,26.0,74.0,25.0,5.0,20.0,,
14,039,0001,.,011,Guadalajara,14.14,59.0,59.0,0.0,42.0,0.0,5.0,42.0,91.53,113.0,42.0,113.0,42.0,8.0,34.0,0.0,
14,039,0001,.,012,Guadalajara,13.05,42.0,42.0,,26.0,0.0,6.0,20.0,94.87,76.0,26.0,76.0,26.0,8.0,18.0,,6.0
14,039,0001,.,013,Guadalajara,14.17,56.0,56.0,0.0,41.0,0.0,5.0,31.0,62.9,101.0,41.0,101.0,41.0,7.0,34.0,3.0,8.0
14,039,0001,.,014,Guadalajara,14.62,94.0,93.0,,61.0,0.0,15.0,35.0,81.25,174.0,61.0,174.0,60.0,9.0,52.0,7.0,12.0
14,039,0001,.,015,Guadalajara,14.52,46.0,45.0,0.0,31.0,0.0,5.0,18.0,102.7,75.0,31.0,75.0,24.0,5.0,26.0,0.0,3.0
14,039,0001,.,016,Guadalajara,14.05,32.0,32.0,,22.0,0.0,3.0,26.0,78.79,59.0,22.0,59.0,19.0,4.0,18.0,,3.0
14,039,0001,.,017,Guadalajara,15.14,67.0,67.0,0.0,42.0,0.0,9.0,23.0,95.65,90.0,42.0,90.0,42.0,8.0,33.0,3.0,6.0
14,039,0001,.,018,Guadalajara,13.96,21.0,21.0,0.0,19.0,0.0,5.0,16.0,92.86,54.0,19.0,54.0,19.0,,17.0,,4.0
14,039,0001,.,019,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,.,020,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,001,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,002,Guadalajara,14.24,23.0,23.0,0.0,19.0,0.0,,21.0,100.0,58.0,19.0,58.0,19.0,,17.0,,4.0
14,039,0001,0064,003,Guadalajara,13.84,74.0,72.0,0.0,44.0,0.0,17.0,35.0,75.0,133.0,44.0,133.0,43.0,7.0,37.0,4.0,13.0
14,039,0001,0064,004,Guadalajara,14.31,53.0,52.0,0.0,33.0,0.0,15.0,22.0,104.17,98.0,33.0,98.0,33.0,,31.0,3.0,8.0
14,039,0001,0064,005,Guadalajara,14.49,42.0,41.0,0.0,31.0,0.0,9.0,29.0,59.09,105.0,31.0,105.0,31.0,3.0,28.0,,
14,039,0001,0064,006,Guadalajara,13.87,46.0,46.0,,33.0,0.0,9.0,31.0,76.79,99.0,33.0,99.0,32.0,,31.0,3.0,
14,039,0001,0064,007,Guadalajara,14.48,53.0,51.0,0.0,28.0,0.0,13.0,23.0,88.89,102.0,28.0,102.0,28.0,,26.0,,6.0
14,039,0001,0064,008,Guadalajara,13.95,64.0,64.0,0.0,50.0,0.0,19.0,38.0,76.92,161.0,50.0,161.0,50.0,4.0,46.0,3.0,8.0
14,039,0001,0064,009,Guadalajara,13.34,62.0,62.0,0.0,32.0,0.0,15.0,20.0,70.69,99.0,32.0,99.0,31.0,9.0,23.0,0.0,8.0
14,039,0001,0064,011,Guadalajara,14.92,6.0,6.0,0.0,4.0,0.0,0.0,,100.0,14.0,4.0,14.0,4.0,0.0,4.0,0.0,
14,039,0001,0064,012,Guadalajara,14.23,24.0,24.0,0.0,11.0,0.0,8.0,7.0,87.5,45.0,11.0,45.0,11.0,,10.0,,
14,039,0001,0064,013,Guadalajara,14.07,15.0,15.0,0.0,9.0,0.0,3.0,10.0,75.0,35.0,9.0,35.0,9.0,0.0,9.0,0.0,0.0
14,039,0001,0064,014,Guadalajara,13.14,34.0,34.0,0.0,21.0,0.0,9.0,21.0,77.78,64.0,21.0,64.0,20.0,0.0,20.0,,3.0
14,039,0001,0064,015,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,016,Guadalajara,12.79,55.0,54.0,3.0,28.0,0.0,12.0,12.0,60.0,80.0,28.0,80.0,27.0,,27.0,11.0,14.0
14,039,0001,0064,017,Guadalajara,14.11,56.0,56.0,,43.0,0.0,19.0,37.0,70.37,138.0,43.0,138.0,41.0,6.0,36.0,3.0,3.0
14,039,0001,0064,018,Guadalajara,13.85,58.0,56.0,0.0,36.0,0.0,9.0,34.0,80.33,110.0,36.0,110.0,35.0,9.0,26.0,,5.0
14,039,0001,0064,019,Guadalajara,14.39,32.0,32.0,0.0,19.0,0.0,4.0,21.0,86.67,56.0,19.0,56.0,18.0,,17.0,,3.0
14,039,0001,0064,020,Guadalajara,13.46,53.0,53.0,4.0,30.0,0.0,5.0,26.0,76.09,81.0,30.0,81.0,29.0,,29.0,10.0,10.0
14,039,0001,0064,021,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,022,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,023,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,024,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,025,Guadalajara,13.47,46.0,45.0,0.0,34.0,0.0,11.0,28.0,67.27,92.0,34.0,92.0,31.0,11.0,23.0,,4.0
14,039,0001,0064,026,Guadalajara,12.36,46.0,46.0,0.0,22.0,0.0,11.0,9.0,53.06,75.0,22.0,75.0,21.0,6.0,16.0,,5.0
14,039,0001,0064,027,Guadalajara,11.6,69.0,69.0,,37.0,0.0,15.0,35.0,106.35,130.0,37.0,130.0,35.0,,35.0,,3.0
14,039,0001,0064,028,Guadalajara,12.5,58.0,58.0,0.0,27.0,0.0,10.0,23.0,83.72,79.0,27.0,79.0,26.0,3.0,24.0,0.0,4.0
14,039,0001,0064,029,Guadalajara,15.02,32.0,32.0,0.0,20.0,0.0,10.0,9.0,93.1,56.0,20.0,56.0,20.0,,18.0,0.0,5.0
14,039,0001,0064,030,Guadalajara,13.39,51.0,51.0,,33.0,0.0,5.0,31.0,60.71,90.0,33.0,90.0,28.0,3.0,30.0,8.0,10.0
14,039,0001,0064,031,Guadalajara,14.54,61.0,61.0,,45.0,0.0,6.0,39.0,80.95,114.0,45.0,114.0,37.0,7.0,38.0,6.0,17.0
14,039,0001,0064,032,Guadalajara,14.18,60.0,60.0,0.0,34.0,0.0,10.0,31.0,92.16,98.0,34.0,98.0,27.0,,32.0,,5.0
14,039,0001,0064,033,Guadalajara,13.82,34.0,34.0,0.0,28.0,0.0,6.0,23.0,80.95,76.0,28.0,76.0,28.0,7.0,19.0,,5.0
14,039,0001,0064,034,Guadalajara,12.03,90.0,89.0,4.0,52.0,0.0,24.0,38.0,82.93,150.0,52.0,150.0,50.0,7.0,44.0,18.0,23.0
14,039,0001,0064,035,Guadalajara,13.62,31.0,31.0,0.0,21.0,0.0,7.0,17.0,61.76,55.0,21.0,55.0,20.0,0.0,20.0,6.0,5.0
14,039,0001,0064,036,Guadalajara,,,,,,,,,,1.0,,,,,,,
14,039,0001,0064,037,Guadalajara,13.71,35.0,34.0,0.0,21.0,0.0,7.0,22.0,80.0,72.0,21.0,72.0,21.0,4.0,17.0,0.0,
14,039,0001,0064,046,Guadalajara,15.0,14.0,14.0,0.0,10.0,0.0,0.0,9.0,92.31,25.0,10.0,25.0,7.0,0.0,10.0,,
14,039,0001,0064,048,Guadalajara,13.59,39.0,39.0,,19.0,0.0,3.0,15.0,93.1,56.0,19.0,56.0,18.0,4.0,15.0,,
14,039,0001,0064,051,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,052,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,053,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0064,054,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0083,002,Guadalajara,12.51,129.0,128.0,,74.0,0.0,23.0,32.0,95.69,227.0,74.0,227.0,74.0,24.0,49.0,4.0,6.0
14,039,0001,0083,003,Guadalajara,12.41,21.0,20.0,0.0,12.0,0.0,,10.0,109.52,44.0,12.0,44.0,12.0,4.0,8.0,,0.0
14,039,0001,0083,004,Guadalajara,11.0,16.0,15.0,,11.0,0.0,4.0,9.0,121.43,31.0,11.0,31.0,11.0,5.0,5.0,,
14,039,0001,0083,005,Guadalajara,10.6,238.0,236.0,9.0,118.0,0.0,49.0,87.0,79.92,448.0,118.0,448.0,118.0,72.0,42.0,10.0,21.0
14,039,0001,0083,006,Guadalajara,12.44,264.0,259.0,6.0,148.0,0.0,52.0,90.0,87.65,471.0,148.0,471.0,148.0,58.0,86.0,10.0,22.0
14,039,0001,0083,007,Guadalajara,13.02,77.0,77.0,,40.0,0.0,23.0,19.0,92.65,131.0,40.0,131.0,40.0,12.0,27.0,,12.0
14,039,0001,0083,008,Guadalajara,13.22,145.0,145.0,3.0,90.0,0.0,27.0,49.0,91.03,277.0,90.0,277.0,90.0,39.0,50.0,4.0,23.0
14,039,0001,0083,009,Guadalajara,12.98,73.0,71.0,,41.0,0.0,23.0,34.0,74.03,134.0,41.0,134.0,40.0,13.0,28.0,3.0,
14,039,0001,0083,010,Guadalajara,10.76,81.0,81.0,,46.0,0.0,20.0,27.0,92.94,164.0,46.0,164.0,46.0,11.0,31.0,7.0,10.0
14,039,0001,0083,011,Guadalajara,11.12,71.0,70.0,,35.0,0.0,10.0,37.0,80.82,132.0,35.0,132.0,35.0,13.0,20.0,,5.0
14,039,0001,0083,012,Guadalajara,11.18,64.0,64.0,0.0,30.0,0.0,15.0,28.0,90.32,118.0,30.0,118.0,30.0,11.0,18.0,3.0,4.0
14,039,0001,0083,013,Guadalajara,11.78,64.0,63.0,,33.0,0.0,10.0,23.0,73.13,116.0,33.0,116.0,33.0,13.0,19.0,,
14,039,0001,0083,014,Guadalajara,11.08,136.0,136.0,7.0,78.0,0.0,37.0,59.0,85.61,245.0,78.0,245.0,78.0,29.0,48.0,6.0,22.0
14,039,0001,0083,015,Guadalajara,10.99,54.0,54.0,,42.0,0.0,7.0,25.0,103.39,120.0,42.0,120.0,40.0,21.0,16.0,8.0,17.0
14,039,0001,0083,016,Guadalajara,10.99,101.0,99.0,3.0,54.0,0.0,30.0,31.0,95.4,170.0,54.0,170.0,54.0,26.0,28.0,5.0,9.0
14,039,0001,0083,017,Guadalajara,11.08,79.0,78.0,,50.0,0.0,10.0,21.0,100.0,158.0,50.0,158.0,50.0,30.0,16.0,4.0,5.0
14,039,0001,0083,018,Guadalajara,11.89,27.0,27.0,0.0,18.0,,5.0,10.0,72.41,50.0,18.0,50.0,18.0,6.0,11.0,,4.0
14,039,0001,0083,019,Guadalajara,11.47,80.0,79.0,4.0,43.0,0.0,20.0,24.0,109.09,138.0,43.0,138.0,42.0,12.0,31.0,7.0,9.0
14,039,0001,0083,020,Guadalajara,10.29,48.0,47.0,,33.0,0.0,7.0,23.0,89.29,106.0,33.0,106.0,30.0,15.0,17.0,3.0,8.0
14,039,0001,0083,021,Guadalajara,12.36,42.0,42.0,,28.0,0.0,11.0,19.0,114.63,88.0,28.0,88.0,28.0,13.0,15.0,3.0,5.0
14,039,0001,0083,022,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0083,023,Guadalajara,11.72,335.0,332.0,10.0,180.0,0.0,49.0,112.0,94.92,575.0,180.0,575.0,179.0,75.0,98.0,20.0,21.0
14,039,0001,0083,024,Guadalajara,10.75,82.0,80.0,5.0,55.0,0.0,22.0,51.0,76.79,198.0,55.0,198.0,53.0,25.0,27.0,4.0,7.0
14,039,0001,0083,025,Guadalajara,11.83,64.0,62.0,,42.0,0.0,11.0,37.0,82.05,142.0,42.0,142.0,41.0,21.0,16.0,6.0,8.0
14,039,0001,0083,026,Guadalajara,11.79,44.0,43.0,,28.0,0.0,11.0,25.0,60.29,109.0,28.0,109.0,28.0,12.0,16.0,,6.0
14,039,0001,0083,027,Guadalajara,11.24,41.0,41.0,0.0,30.0,0.0,10.0,24.0,76.0,88.0,30.0,88.0,28.0,16.0,13.0,3.0,4.0
14,039,0001,0083,028,Guadalajara,10.52,19.0,19.0,0.0,12.0,0.0,7.0,14.0,73.33,52.0,12.0,52.0,12.0,,10.0,0.0,
14,039,0001,0083,029,Guadalajara,10.96,56.0,52.0,,35.0,0.0,9.0,30.0,98.21,111.0,35.0,111.0,35.0,15.0,18.0,6.0,8.0
14,039,0001,0083,030,Guadalajara,11.64,33.0,32.0,0.0,18.0,0.0,6.0,3.0,114.81,58.0,18.0,58.0,17.0,7.0,10.0,3.0,
14,039,0001,0083,032,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0083,033,Guadalajara,11.02,64.0,63.0,,30.0,0.0,14.0,17.0,79.41,122.0,30.0,122.0,30.0,16.0,13.0,,
14,039,0001,0083,034,Guadalajara,11.11,27.0,27.0,,13.0,0.0,8.0,8.0,63.16,62.0,13.0,62.0,12.0,7.0,5.0,,
14,039,0001,0083,035,Guadalajara,9.89,25.0,25.0,0.0,19.0,0.0,7.0,14.0,103.33,61.0,19.0,61.0,19.0,14.0,5.0,,5.0
14,039,0001,0083,036,Guadalajara,10.81,51.0,50.0,0.0,31.0,0.0,12.0,17.0,102.04,99.0,31.0,99.0,31.0,19.0,10.0,,4.0
14,039,0001,0083,037,Guadalajara,11.43,33.0,32.0,,18.0,0.0,10.0,19.0,100.0,78.0,18.0,78.0,17.0,5.0,13.0,,3.0
14,039,0001,0083,044,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0083,045,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,0115,001,Guadalajara,13.66,80.0,80.0,0.0,56.0,0.0,18.0,44.0,81.82,160.0,56.0,160.0,56.0,7.0,49.0,8.0,11.0
14,039,0001,0115,002,Guadalajara,13.24,106.0,106.0,,60.0,0.0,19.0,46.0,80.7,206.0,60.0,206.0,60.0,9.0,50.0,3.0,14.0
14,039,0001,0115,003,Guadalajara,13.84,118.0,118.0,0.0,53.0,0.0,15.0,48.0,84.34,153.0,53.0,153.0,53.0,7.0,46.0,11.0,16.0
